playerID,yearID,stint,teamID,lgID,G,AB,R,H,X2B,X3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
volqued01,2016,1,KCA,AL,34,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
vottojo01,2016,1,CIN,NL,158,556,101,181,34,2,29,97,8,1,108,120,15,5,0,8,16
wachami01,2016,1,SLN,NL,27,39,1,1,0,0,0,0,0,0,3,22,0,0,3,0,1
wagnety01,2016,1,ARI,NL,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
wainwad01,2016,1,SLN,NL,34,62,6,13,7,1,2,18,0,0,2,17,0,0,5,0,1
waldrky02,2016,1,CIN,NL,15,22,1,5,1,0,0,1,0,1,1,5,0,0,0,0,0
walkene01,2016,1,NYN,NL,113,412,57,116,9,1,23,55,3,1,42,84,3,1,0,3,11
walketa01,2016,1,SEA,AL,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wallabr01,2016,1,SDN,NL,119,217,19,41,10,0,6,20,0,0,29,83,3,9,0,1,2
walshco02,2016,1,MIL,NL,38,47,4,4,1,0,0,2,0,0,15,22,0,1,0,0,1
walteza01,2016,1,LAN,NL,3,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
wangch01,2016,1,KCA,AL,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
warread01,2016,1,CHN,NL,29,3,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0
warread01,2016,2,NYA,AL,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
watsoto01,2016,1,PIT,NL,70,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
weaveje02,2016,1,LAA,AL,31,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
weavelu01,2016,1,SLN,NL,9,13,1,5,0,0,0,0,0,0,0,4,0,0,0,0,0
webbda01,2016,1,CHA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
webbry01,2016,1,TBA,AL,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
weberry01,2016,1,ATL,NL,16,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
weeksje01,2016,1,SDN,NL,17,50,5,7,1,1,0,2,1,0,3,14,0,1,3,0,1
weeksri01,2016,1,ARI,NL,108,180,29,43,9,1,9,27,5,0,20,54,0,4,0,1,8
wendejb01,2016,1,OAK,AL,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wendljo01,2016,1,OAK,AL,28,96,11,25,1,0,1,11,2,0,6,16,0,0,0,2,3
werthja01,2016,1,WAS,NL,143,525,84,128,28,0,21,69,5,1,71,139,0,4,0,6,17
whalero01,2016,1,ATL,NL,6,10,0,2,0,0,0,0,0,0,0,3,0,0,1,0,0
whitety01,2016,1,HOU,AL,86,249,24,54,16,0,8,28,1,0,23,65,1,2,0,2,6
whitlch01,2016,1,TBA,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wielajo01,2016,1,SEA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wietema01,2016,1,BAL,AL,124,423,48,103,17,1,17,66,1,0,32,85,1,5,1,3,10
wilheto01,2016,1,TEX,AL,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wilheto01,2016,2,SEA,AL,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wilkian01,2016,1,MIL,NL,26,24,3,3,1,0,1,3,1,0,3,10,0,0,0,0,1
willije02,2016,1,SLN,NL,11,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
willima07,2016,1,NYA,AL,12,27,4,8,1,0,0,2,0,0,1,12,0,0,1,0,0
willima08,2016,1,SFN,NL,54,112,14,25,3,0,6,15,0,1,13,35,0,2,0,0,4
willitr01,2016,1,PIT,NL,7,1,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0
wilsoal01,2016,1,DET,AL,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wilsobo02,2016,1,DET,AL,5,13,0,2,0,0,0,2,0,0,1,3,0,0,0,1,1
wilsobo02,2016,2,TEX,AL,42,128,11,32,4,0,3,22,0,0,5,33,0,1,4,3,2
wilsobo02,2016,3,TBA,AL,28,87,14,20,2,0,4,9,0,0,5,28,0,0,3,0,3
wilsoju10,2016,1,DET,AL,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wilsoty01,2016,1,BAL,AL,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wimmeal01,2016,1,MIN,AL,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
winklda01,2016,1,ATL,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wislema01,2016,1,ATL,NL,29,46,2,7,0,0,0,2,0,0,1,21,0,0,5,1,2
withrch01,2016,1,ATL,NL,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wittgni01,2016,1,MIA,NL,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wolteto01,2016,1,COL,NL,71,205,27,53,15,2,3,30,4,1,21,53,2,0,4,0,1
wongko01,2016,1,SLN,NL,121,313,39,75,7,7,5,23,7,0,34,52,2,9,0,5,3
woodal02,2016,1,LAN,NL,15,16,2,4,0,0,0,2,0,0,1,9,0,0,2,0,0
woodbl01,2016,1,CIN,NL,70,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
woodtr01,2016,1,CHN,NL,81,11,0,2,0,0,0,1,0,0,1,5,0,0,0,0,0
worleva01,2016,1,BAL,AL,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
worthda01,2016,1,HOU,AL,16,39,4,7,2,0,0,1,0,0,1,6,0,0,0,0,1
wrighda03,2016,1,NYN,NL,37,137,18,31,8,0,7,14,3,2,26,55,0,0,0,0,0
wrighda04,2016,1,CIN,NL,4,5,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
wrighda04,2016,2,LAA,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wrighmi01,2016,1,BAL,AL,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wrighst01,2016,1,BOS,AL,25,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
yateski01,2016,1,NYA,AL,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yelicch01,2016,1,MIA,NL,155,578,78,172,38,3,21,98,9,4,72,138,4,4,0,5,20
ynoaga01,2016,1,NYN,NL,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ynoami01,2016,1,CHA,AL,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ynoara01,2016,1,COL,NL,3,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
youngch03,2016,1,KCA,AL,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
youngch04,2016,1,BOS,AL,76,203,29,56,18,0,9,24,4,2,21,50,0,3,0,0,4
younger03,2016,1,NYA,AL,6,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
youngma03,2016,1,ATL,NL,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zastrro01,2016,1,CHN,NL,8,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
zieglbr01,2016,1,ARI,NL,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zieglbr01,2016,2,BOS,AL,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zimmejo02,2016,1,DET,AL,19,4,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0
zimmery01,2016,1,WAS,NL,115,427,60,93,18,1,15,46,4,1,29,104,1,5,0,6,12
zobribe01,2016,1,CHN,NL,147,523,94,142,31,3,18,76,6,4,96,82,6,4,4,4,17
zuninmi01,2016,1,SEA,AL,55,164,16,34,7,0,12,31,0,0,21,65,0,6,0,1,0
zychto01,2016,1,SEA,AL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
